"Tanggal","Jenis.Produk","Jumlah.Order","Harga","Total","Bulan","Tahun"
2023-03-13,"Dupleks310",1000,1550,1550000,3,2023
2023-03-14,"Ivory230",1120,1050,1176000,3,2023
2023-03-14,"Ivory230",2000,945,1890000,3,2023
2023-03-14,"Dupleks350",1000,2000,2000000,3,2023
2023-03-14,"Ivory250",1000,1900,1900000,3,2023
2023-03-14,"GreaseProof",3500,250,875000,3,2023
2023-03-14,"Dupleks310",2000,1800,3600000,3,2023
2023-03-14,"GreaseProof",2000,300,600000,3,2023
2023-03-15,"Ivory250",1000,1100,1100000,3,2023
2023-03-15,"CraftLaminasi290",2000,800,1600000,3,2023
2023-03-15,"CraftFoodpak290",1500,875,1312500,3,2023
2023-03-15,"CraftLaminasi290",1000,850,850000,3,2023
2023-03-15,"Ivory350",1000,1100,1100000,3,2023
2023-03-15,"Ivory350",1000,1100,1100000,3,2023
2023-03-15,"Dupleks350",2000,1500,3000000,3,2023
2023-03-18,"CraftLaminasi290",1000,1200,1200000,3,2023
2023-03-18,"Dupleks310",1000,2200,2200000,3,2023
2023-03-19,"Ivory250",1000,2000,2000000,3,2023
2023-03-19,"Ivory250",1000,1900,1900000,3,2023
2023-03-20,"CraftLaminasi290",2000,900,1800000,3,2023
2023-03-20,"CraftFoodpak2900",2000,1200,2400000,3,2023
2023-03-20,"Ivory230",3000,950,2850000,3,2023
2023-03-23,"FoodpakMatte245",5000,1500,7500000,3,2023
2023-03-23,"FoodpakMatte245",4000,1050,4200000,3,2023
2023-03-24,"Ivory270",2000,900,1800000,3,2023
2023-03-24,"Ivory230",1000,1450,1450000,3,2023
2023-03-24,"Dupleks270Laminating",1000,2000,2000000,3,2023
2023-03-24,"Ivory270",1000,2700,2700000,3,2023
2023-03-25,"GreaseProof",2000,300,600000,3,2023
2023-03-25,"GreaseProof",1000,300,300000,3,2023
2023-03-25,"Dupleks310",1000,2000,2000000,3,2023
2023-03-25,"DUPLEKS310",1000,1300,1300000,3,2023
2023-03-28,"Ivory230",1000,1500,1500000,3,2023
2023-03-28,"FoodpakMatte245",3000,1200,3600000,3,2023
2023-03-29,"FoodpakMatte245",3500,1200,4200000,3,2023
2023-03-29,"FoodpakMatte245",1000,1200,1200000,3,2023
2023-03-30,"Dupleks310",2000,1400,2800000,3,2023
2023-03-31,"CraftLaminasi290",2000,800,1600000,3,2023
2023-04-01,"FoodpakGlossy320",1000,2600,2600000,4,2023
2023-04-01,"Dupleks310",1000,1800,1800000,4,2023
2023-04-03,"FoodpakMatte245",3000,1500,4500000,4,2023
2023-04-03,"Ivory230",1000,1350,1350000,4,2023
2023-04-03,"CraftLaminasi290",5000,850,4250000,4,2023
2023-04-03,"Dupleks310",1000,1800,1800000,4,2023
2023-04-04,"Duplex310",5000,1100,5500000,4,2023
2023-04-04,"Dupleks270",1000,1600,1600000,4,2023
2023-04-05,"GreaseProof",3500,250,875000,4,2023
2023-04-05,"GreaseProof",1000,300,300000,4,2023
2023-04-05,"GreaseProof",1000,300,300000,4,2023
2023-04-07,"Ivory250",1000,1000,1000000,4,2023
2023-04-07,"Kinstruk150gsm",2000,500,1000000,4,2023
2023-04-10,"Ivory250",1000,1600,1600000,4,2023
2023-04-10,"FoodpakMatte245",1000,1200,1200000,4,2023
2023-04-12,"CraftLaminasi290",4000,1600,6400000,4,2023
2023-04-12,"ivory230",1000,1200,1200000,4,2023
2023-04-12,"Ivory250",1000,1700,1700000,4,2023
2023-04-12,"Ivory350",2000,950,1900000,4,2023
2023-04-13,"Ivory350",2000,950,1900000,4,2023
2023-04-13,"FoodpakMatte245",3500,1000,3500000,4,2023
2023-04-14,"CraftFoodpak",1000,600,600000,4,2023
2023-04-14,"CraftFoodpak",1000,1800,1800000,4,2023
2023-04-14,"Kinstruk150gsm",215,99970,21493550,4,2023
2023-04-15,"CraftFoodpak",3000,1875,5625000,4,2023
2023-04-15,"Ivory300",1000,2400,2400000,4,2023
2023-04-15,"GreaseProof",1000,300,300000,4,2023
2023-04-16,"CraftLaminasi290",2000,800,1600000,4,2023
2023-04-16,"CraftFoodpak290",1500,875,1312500,4,2023
2023-04-17,"Duplex310",5000,1100,5500000,4,2023
2023-04-17,"Dupleks350",1000,2250,2250000,4,2023
2023-04-17,"Dupleks400",1000,2250,2250000,4,2023
2023-04-18,"CEMERLANGINDAHSELARAS",1000,1850,1850000,4,2023
2023-04-23,"CraftPackaging8",1000,1200,1200000,4,2023
2023-04-23,"Craft290Laminasi8",1000,950,950000,4,2023
2023-04-23,"Ivory250",1000,1300,1300000,4,2023
2023-04-25,"FoodpakMatte245",5000,1500,7500000,4,2023
2023-04-26,"Ivory230",1000,1400,1400000,4,2023
2023-04-26,"Ivory230",1000,1600,1600000,4,2023
2023-04-26,"Ivory245Matte",1000,1800,1800000,4,2023
2023-04-28,"Craft310",2000,1200,2400000,4,2023
2023-04-28,"Foodpak260Glossy",3000,2300,6900000,4,2023
2023-04-28,"GreaseProof",1000,300,300000,4,2023
2023-04-28,"Foodpak245",1000,1000,1000000,4,2023
2023-04-28,"CraftLaminasi290",3000,800,2400000,4,2023
2023-04-28,"CraftFoodpak290",2000,875,1750000,4,2023
2023-04-28,"CraftLaminasi290",1000,850,850000,4,2023
2023-04-28,"Dupleks310",2000,1800,3600000,4,2023
2023-04-28,"Ivory230",2000,945,1890000,4,2023
2023-04-29,"HVS",20000,250,5000000,4,2023
2023-04-29,"Dupleks310",1000,1550,1550000,4,2023
2023-04-29,"Dupleks310",1000,1500,1500000,4,2023
2023-04-29,"Dupleks310",3500,1700,5950000,4,2023
2023-04-29,"CraftLaminasi290",6000,950,5700000,4,2023
2023-04-15,"GreaseProof",1000,400,400000,4,2023
2023-04-30,"Ivory230",3500,800,2800000,4,2023
2023-04-30,"Ivory250",1000,1700,1700000,4,2023
2023-04-30,"Dupleks310",1000,1700,1700000,4,2023
2023-04-30,"Ivory230",1000,1900,1900000,4,2023
2023-04-30,"Ivory230",1000,950,950000,4,2023
2023-04-30,"Ivory230",1000,1500,1500000,4,2023
2023-04-30,"Ivory230",2000,750,1500000,4,2023
2023-05-03,"Ivory250",1000,1100,1100000,5,2023
2023-05-03,"Duplex310",10000,1100,11000000,5,2023
2023-05-02,"Dupleks310",1000,1850,1850000,5,2023
2023-05-03,"CraftFoodpak290",1000,850,850000,5,2023
2023-05-04,"Dupleks270",1000,1400,1400000,5,2023
2023-05-04,"Dupleks270",500,1800,900000,5,2023
2023-05-05,"Dupleks350",2000,1975,3950000,5,2023
2023-05-05,"Dupleks350",1000,3000,3000000,5,2023
2023-05-05,"GreaseProof",1000,250,250000,5,2023
2023-05-05,"Dupleks310",2000,1900,3800000,5,2023
2023-05-05,"HVS",2000,250,500000,5,2023
2023-05-06,"Dupleks350",2000,1500,3000000,5,2023
2023-05-06,"Foodpak260Glossy",5000,1450,7250000,5,2023
2023-05-06,"Unbleaching",1000,400,400000,5,2023
2023-05-06,"Ivory250",1000,2500,2500000,5,2023
2023-05-06,"CraftFoodpak290",1000,1700,1700000,5,2023
2023-05-06,"FoodpakMatte245",5000,1500,7500000,5,2023
2023-05-06,"Ivory230",2000,1350,2700000,5,2023
2023-05-08,"FoodpakGlossy320",1000,2600,2600000,5,2023
2023-05-08,"FoodpakMatte245",1000,1800,1800000,5,2023
2023-05-09,"Kinstruk150",1000,1000,1000000,5,2023
2023-05-09,"GreaseProof",3000,700,2100000,5,2023
2023-05-10,"Ivory350",10000,950,9500000,5,2023
2023-05-11,"Dupleks350",1000,3000,3000000,5,2023
2023-05-12,"Foodpak260Matte",3000,1200,3600000,5,2023
2023-05-12,"Dupleks310",1000,1500,1500000,5,2023
2023-05-12,"GreaseProof",1000,300,300000,5,2023
2023-05-13,"GreaseProof",3500,250,875000,5,2023
2023-05-13,"Ivory230",1000,1400,1400000,5,2023
2023-05-13,"Ivory230",1000,1200,1200000,5,2023
2023-05-15,"Ivory230",1000,1700,1700000,5,2023
2023-05-16,"Dupleks310",1000,1700,1700000,5,2023
2023-05-17,"FoodpakMatte245",1000,850,850000,5,2023
2023-05-17,"Ivory350",1000,2700,2700000,5,2023
2023-05-17,"CraftLaminasi290",4000,1500,6000000,5,2023
2023-05-18,"Dupleks310",1000,2000,2000000,5,2023
2023-05-19,"CraftLaminasi290",2000,900,1800000,5,2023
2023-05-20,"CraftBiasa310",1000,1700,1700000,5,2023
2023-05-20,"Ivory230",2000,1450,2900000,5,2023
2023-05-20,"Dupleks310",2000,1000,2000000,5,2023
2023-05-22,"Kinstruk150",1000,1000,1000000,5,2023
2023-05-22,"Ivory250",1000,1600,1600000,5,2023
2023-05-22,"GreaseProof",3500,500,1750000,5,2023
2023-05-22,"Ivory350",6000,900,5400000,5,2023
2023-05-22,"Ivory350",4000,900,3600000,5,2023
2023-05-22,"Ivory230",1000,1300,1300000,5,2023
2023-05-23,"Ivory250",2000,1400,2800000,5,2023
2023-05-23,"Dupleks310",3000,1700,5100000,5,2023
2023-05-24,"Ivory250",2000,1000,2000000,5,2023
2023-05-25,"Ivory350",10000,900,9000000,5,2023
2023-05-25,"Ivory230",1000,1600,1600000,5,2023
2023-05-25,"Ivory230",1000,1600,1600000,5,2023
2023-05-25,"GreaseProof",1000,300,300000,5,2023
2023-05-26,"Dupleks310",1000,1800,1800000,5,2023
2023-05-26,"FoodpakMatte245",6000,1100,6600000,5,2023
2023-05-26,"GreaseProof",1000,300,300000,5,2023
